bdbid,energy_type,fiscal_year,end_date,usage,prepost,OAT,estimated
228,Elec,2017,2017-02-28,0.023008273682253416,1,42.2142857143,0
228,Elec,2017,2017-03-31,0.02424682874581084,1,40.6451612903,0
228,Elec,2017,2017-04-30,0.023046512043251935,1,57.2121212121,0
228,Elec,2017,2017-05-31,0.02696561535966936,1,62.709677419399995,0
228,Elec,2017,2017-06-30,0.026846601179593647,1,73.4,0
228,Fuel,2016,2015-07-31,0.40628869113807936,1,78.6129032258,1
228,Fuel,2016,2015-08-31,0.19347080530384733,1,78.7741935484,0
228,Fuel,2016,2015-09-30,0.0,1,73.7333333333,0
228,Fuel,2016,2015-10-31,45.40532187769173,1,58.064516129,0
228,Fuel,2016,2015-11-30,104.50711225582852,1,53.4666666667,0
228,Fuel,2016,2015-12-31,183.92624557552415,1,50.35483870970001,1
228,Fuel,2016,2016-01-31,198.82027307049876,1,35.6451612903,1
228,Fuel,2016,2016-02-29,176.41546429536922,1,38.241379310300005,1
228,Fuel,2016,2016-03-31,229.36257106354893,1,48.35483870970001,1
228,Fuel,2016,2016-04-30,168.38325753450798,1,52.4666666667,0
228,Fuel,2016,2016-05-31,50.843477311816486,1,62.870967741899996,0
228,Fuel,2016,2016-06-30,12.550910289841937,1,73.1333333333,0
228,Fuel,2017,2016-07-31,6.328496755559642,1,80.25806451609999,0
228,Fuel,2017,2016-08-31,6.260248261136939,1,80.8064516129,0
228,Fuel,2017,2016-09-30,4.113600446221065,1,73.5666666667,0
228,Fuel,2017,2016-10-31,49.8603631372391,1,60.709677419399995,0
228,Fuel,2017,2016-11-30,136.7932131484183,1,52.1333333333,0
228,Fuel,2017,2016-12-31,204.23818162507092,1,40.4516129032,0
228,Fuel,2017,2017-01-31,235.33321758664437,1,39.5483870968,0
228,Fuel,2017,2017-02-28,217.88233361771694,1,42.2142857143,0
228,Fuel,2017,2017-03-31,212.30841271359878,1,40.6451612903,0
228,Fuel,2017,2017-04-30,76.85584747183039,1,57.2121212121,0
228,Fuel,2017,2017-05-31,8.714687228603154,1,62.709677419399995,0
228,Fuel,2017,2017-06-30,8.141280800944276,1,73.4,0
229,Elec,2016,2015-07-31,0.034146163807189475,1,78.6129032258,0
229,Elec,2016,2015-08-31,0.03695955859316544,1,78.7741935484,0
229,Elec,2016,2015-09-30,0.031739914191096105,1,73.7333333333,0
229,Elec,2016,2015-10-31,0.024545821561633346,1,58.064516129,0
229,Elec,2016,2015-11-30,0.0281829427379982,1,53.4666666667,0
229,Elec,2016,2015-12-31,0.029402153063592576,1,50.35483870970001,1
229,Elec,2016,2016-01-31,0.029983518122960486,1,35.6451612903,1
229,Elec,2016,2016-02-29,0.030281896931434443,1,38.241379310300005,0
229,Elec,2016,2016-03-31,0.03133059147106957,1,48.35483870970001,0
229,Elec,2016,2016-04-30,0.02772391516765475,1,52.4666666667,0
229,Elec,2016,2016-05-31,0.029719476558318848,1,62.870967741899996,0
229,Elec,2016,2016-06-30,0.0321881270493809,1,73.1333333333,0
229,Elec,2017,2016-07-31,0.038133040365736955,1,80.25806451609999,0
229,Elec,2017,2016-08-31,0.03895051990915043,1,80.8064516129,0
229,Elec,2017,2016-09-30,0.03107636339907665,1,73.5666666667,0
229,Elec,2017,2016-10-31,0.025105727854128224,1,60.709677419399995,0
229,Elec,2017,2016-11-30,0.04313521353603574,1,52.1333333333,0
229,Elec,2017,2016-12-31,0.0644877120028796,1,40.4516129032,0
229,Elec,2017,2017-01-31,0.06837610885616723,1,39.5483870968,0
229,Elec,2017,2017-02-28,0.06478490676846278,1,42.2142857143,0
229,Elec,2017,2017-03-31,0.0627134441455938,1,40.6451612903,0
229,Elec,2017,2017-04-30,0.03704815377616476,1,57.2121212121,0
229,Elec,2017,2017-05-31,0.0272617418150498,1,62.709677419399995,1
229,Elec,2017,2017-06-30,0.03248584805624887,1,73.4,1
229,Fuel,2016,2015-07-31,2.869381862566512,1,78.6129032258,1
229,Fuel,2016,2015-08-31,2.513920976296908,1,78.7741935484,1
229,Fuel,2016,2015-09-30,2.7571284456493865,1,73.7333333333,1
229,Fuel,2016,2015-10-31,59.89510973262084,1,58.064516129,1
229,Fuel,2016,2015-11-30,64.51455030840371,1,53.4666666667,1
229,Fuel,2016,2015-12-31,29.461773105621905,1,50.35483870970001,1
229,Fuel,2016,2016-01-31,202.4414845008388,1,35.6451612903,1
229,Fuel,2016,2016-02-29,202.48586310585415,1,38.241379310300005,1
229,Fuel,2016,2016-03-31,119.30846728446438,1,48.35483870970001,1
229,Fuel,2016,2016-04-30,67.33257238843561,1,52.4666666667,1
229,Fuel,2016,2016-05-31,14.059809087470613,1,62.870967741899996,1
229,Fuel,2016,2016-06-30,10.810048472084741,1,73.1333333333,1
229,Fuel,2017,2016-07-31,6.263968841491183,1,80.25806451609999,0
229,Fuel,2017,2016-08-31,1.1458479588093633,1,80.8064516129,0
229,Fuel,2017,2016-09-30,0.0,1,73.5666666667,0
229,Fuel,2017,2016-10-31,0.0,1,60.709677419399995,0
229,Fuel,2017,2016-11-30,0.0,1,52.1333333333,0
229,Fuel,2017,2016-12-31,0.0,1,40.4516129032,0
229,Fuel,2017,2017-01-31,0.0,1,39.5483870968,0
229,Fuel,2017,2017-02-28,0.0,1,42.2142857143,0
229,Fuel,2017,2017-03-31,0.0,1,40.6451612903,0
229,Fuel,2017,2017-04-30,0.0,1,57.2121212121,0
229,Fuel,2017,2017-05-31,0.0,1,62.709677419399995,0
229,Fuel,2017,2017-06-30,0.0,1,73.4,0
230,Elec,2016,2015-07-31,0.029108885747980946,1,78.6129032258,1
230,Elec,2016,2015-08-31,0.03282875171639562,1,78.7741935484,1
